"Type";"NOM";"CP";"COMMUNE";"SOUS_TYPE";"FAUTEUIL";"ECRAN";"GCD";"LATTI";"LONGI";"ORGANISME";"Public";"URL"
"Cinéma";"Cinema St Michel";"44650";"Legé";"Cinéma";263;1;"6 - Rural à habitat dispersé";46.88499205;-1.5983425;"";"";""
"Cinéma";"Le Cinematographe";"44300";"Nantes";"Cinéma";162;1;"1 - Grands centres urbains";47.21679415;-1.55152591;"";"";""
"Cinéma";"Le Nozek";"44170";"Nozay";"Cinéma";202;1;"5 - Bourgs ruraux";47.5646385;-1.62879619;"";"";""
"Cinéma";"Atlantique";"44770";"Préfailles";"Cinéma";268;1;"5 - Bourgs ruraux";47.12827051;-2.21611709;"";"";""
"Cinéma";"Ugc Cine Cite Atlantis";"44800";"Saint-Herblain";"Cinéma";2458;12;"1 - Grands centres urbains";47.2243969;-1.62560059;"";"";""
"Cinéma";"Cineville";"44230";"Saint-Sébastien-sur-Loire";"Cinéma";1792;9;"1 - Grands centres urbains";47.189868;-1.4869;"";"";""
"Cinéma";"Atlantic";"44420";"La_Turballe";"Cinéma";160;1;"5 - Bourgs ruraux";47.34869745;-2.48978542;"";"";""
"Cinéma";"Cine Vaillant";"44120";"Vertou";"Cinéma";195;1;"4 - Ceintures urbaines";47.167104;-1.467908;"";"";""
"Cinéma";"Pathe Orleans";"45100";"Orléans";"Cinéma";2309;12;"1 - Grands centres urbains";47.89872128;1.90810754;"";"";""
"Cinéma";"Les Carmes";"45100";"Orléans";"Cinéma";517;4;"1 - Grands centres urbains";47.9013389;1.9009778;"";"";""
"Cinéma";"L Atelier";"46500";"Gramat";"Cinéma";158;1;"5 - Bourgs ruraux";44.775936;1.72351;"";"";""
"Cinéma";"Studio Jules Ferry";"47000";"Agen";"Cinéma";288;2;"2 - Centres urbains intermédiaires";44.20459291;0.62774283;"";"";""
"Cinéma";"Trianon";"48100";"Marvejols";"Cinéma";177;1;"5 - Bourgs ruraux";44.551625;3.29161738;"";"";""
"Cinéma";"Foyer Rural";"48370";"Saint-Germain-de-Calberte";"Cinéma";100;1;"7 - Rural à habitat très dispersé";44.217236;3.808519;"";"";""
"Cinéma";"Gaumont";"49000";"Angers";"Cinéma";2522;12;"1 - Grands centres urbains";47.47944914;-0.55072517;"";"";""
"Cinéma";"Cinema de Beaufort En Vallee";"49250";"Beaufort-en-Anjou";"Cinéma";144;1;"3 - Petites villes";47.44058508;-0.21830025;"";"";""
"Cinéma";"Club";"49120";"Chemillé-en-Anjou";"Cinéma";198;1;"5 - Bourgs ruraux";47.212271;-0.72686;"";"";""
"Cinéma";"Salle Saint Michel";"49140";"Jarzé_Villages";"Cinéma";244;1;"5 - Bourgs ruraux";47.55490314;-0.23402883;"";"";""
"Cinéma";"Montjean Cinema";"49410";"Mauges-sur-Loire";"Cinéma";155;1;"5 - Bourgs ruraux";47.3888727;-0.86225118;"";"";""
"Cinéma";"Select";"50270";"Barneville-Carteret";"Cinéma";270;1;"5 - Bourgs ruraux";49.37850114;-1.78555005;"";"";""
"Cinéma";"Le Cotentin";"50480";"Carentan-les-Marais";"Cinéma";316;2;"3 - Petites villes";49.302896;-1.247604;"";"";""
"Cinéma";"Palace";"53200";"Château-Gontier-sur-Mayenne";"Cinéma";445;3;"2 - Centres urbains intermédiaires";47.82689609;-0.70560907;"";"";""
"Cinéma";"Bon Accueil";"54450";"Blâmont";"Cinéma";274;1;"5 - Bourgs ruraux";48.58863804;6.84485462;"";"";""
"Cinéma";"Casino";"54240";"Joeuf";"Cinéma";234;1;"3 - Petites villes";49.22951815;6.01904692;"";"";""
"Cinéma";"Royal";"54130";"Saint-Max";"Cinéma";274;2;"1 - Grands centres urbains";48.69967926;6.20808572;"";"";""
"Cinéma";"Francois Truffaut";"55200";"Commercy";"Cinéma";215;1;"3 - Petites villes";48.763489;5.589497;"";"";""
"Cinéma";"Rex";"56340";"Carnac";"Cinéma";422;2;"5 - Bourgs ruraux";47.57250719;-3.07608443;"";"";""
"Cinéma";"La Riviere";"56410";"Etel";"Cinéma";212;1;"3 - Petites villes";47.65495506;-3.20227388;"";"";""
"Cinéma";"Rex";"56300";"Pontivy";"Cinéma";806;5;"2 - Centres urbains intermédiaires";48.07008474;-2.94405663;"";"";""
"Cinéma";"Salle Saint Jean";"57170";"Château-Salins";"Cinéma";190;1;"5 - Bourgs ruraux";48.8226651;6.50722511;"";"";""
"Cinéma";"Paris";"57600";"Forbach";"Cinéma";774;5;"2 - Centres urbains intermédiaires";49.18500933;6.89438051;"";"";""
"Cinéma";"Marly-Mages (Ex-Marly Scope)";"57155";"Marly";"Cinéma";146;1;"4 - Ceintures urbaines";49.06744;6.148929;"";"";""
"Cinéma";"Le Club";"57370";"Phalsbourg";"Cinéma";160;1;"5 - Bourgs ruraux";48.76777528;7.2587907;"";"";""
"Cinéma";"Forum";"57200";"Sarreguemines";"Cinéma";1398;8;"3 - Petites villes";49.11062987;7.07098532;"";"";""
"Cinéma";"Scala";"57100";"Thionville";"Cinéma";299;2;"2 - Centres urbains intermédiaires";49.35798004;6.1679668;"";"";""
"Cinéma";"Salle Michel Bonnet";"57140";"Woippy";"Cinéma";100;1;"1 - Grands centres urbains";49.150597;6.146816;"";"";""
"Cinéma";"Eden Cinema";"58200";"Cosne-Cours-sur-Loire";"Cinéma";320;2;"3 - Petites villes";47.40983122;2.92357151;"";"";""
"Cinéma";"Cine Mazarin";"58000";"Nevers";"Cinéma";1816;10;"2 - Centres urbains intermédiaires";46.989632;3.150328;"";"";""
"Cinéma";"Cinéma Le Clap";"58230";"Ouroux-en-Morvan";"Cinéma";64;1;"7 - Rural à habitat très dispersé";44.665847;1.193196;"";"";""
"Cinéma";"Le Kino Cine (Ex-Kino)";"59491";"Villeneuve-d_Ascq";"Cinéma";316;1;"1 - Grands centres urbains";50.608989;3.134086;"";"";""
"Cinéma";"Le Foyer";"59166";"Bousbecque";"Cinéma";356;1;"4 - Ceintures urbaines";50.77059076;3.08131435;"";"";""
"Cinéma";"Fa Mi La";"59123";"Bray-Dunes";"Cinéma";156;1;"3 - Petites villes";51.07049305;2.51942579;"";"";""
"Cinéma";"Majestic";"59500";"Douai";"Cinéma";2000;10;"1 - Grands centres urbains";50.37599566;3.07610822;"";"";""
"Cinéma";"Jean Renoir";"59282";"Douchy-les-Mines";"Cinéma";166;1;"2 - Centres urbains intermédiaires";50.30037855;3.38981284;"";"";""
"Cinéma";"Sun 7 Cine";"59610";"Fourmies";"Cinéma";133;1;"2 - Centres urbains intermédiaires";50.01372561;4.04483297;"";"";""
"Cinéma";"Le Familia";"59250";"Halluin";"Cinéma";237;1;"1 - Grands centres urbains";50.78065552;3.1275281;"";"";""
"Cinéma";"Amical Cine";"59115";"Leers";"Cinéma";154;1;"1 - Grands centres urbains";50.67912227;3.24372417;"";"";""
"Cinéma";"Kinepolis";"59260";"Lille";"Cinéma";7358;23;"1 - Grands centres urbains";50.65178396;2.98081667;"";"";""
"Cinéma";"Colisee Lumiere";"59700";"Marcq-en-Baroeul";"Cinéma";226;1;"1 - Grands centres urbains";50.664345;3.072348;"";"";""
"Cinéma";"Nouveau Cinema Le Paradisio 1 (Ex-Paradisio)  (Ex-Palace A)";"60400";"Noyon";"Cinéma";643;4;"2 - Centres urbains intermédiaires";49.57977134;3.00916371;"";"";""
"Cinéma";"Viking";"61100";"Flers";"Cinéma";849;4;"2 - Centres urbains intermédiaires";48.74901659;-0.5671357;"";"";""
"Cinéma";"Le Tahiti";"61230";"Gacé";"Cinéma";350;1;"5 - Bourgs ruraux";48.79437604;0.29842334;"";"";""
"Cinéma";"Mega Cgr";"62700";"Bruay-la-Buissière";"Cinéma";2404;12;"2 - Centres urbains intermédiaires";50.49234;2.569387;"";"";""
"Cinéma";"Le Regency";"62130";"Saint-Pol-sur-Ternoise";"Cinéma";140;1;"3 - Petites villes";50.38140333;2.33716426;"";"";""
"Cinéma";"Les 3 As";"62520";"Le_Touquet-Paris-Plage";"Cinéma";445;5;"4 - Ceintures urbaines";50.52457917;1.58527014;"";"";""
"Cinéma";"Cine Dome";"63170";"Aubière";"Cinéma";2479;14;"1 - Grands centres urbains";45.75677833;3.14387824;"";"";""
"Cinéma";"Cgr Clermont Ferrand Val Arena";"63100";"Clermont-Ferrand";"Cinéma";2218;12;"1 - Grands centres urbains";45.81353849;3.1126922;"";"";""
"Cinéma";"Le Rio";"63100";"Clermont-Ferrand";"Cinéma";159;1;"1 - Grands centres urbains";45.80257888;3.10799637;"";"";""
"Cinéma";"L Atalante  Ex Utopia";"64100";"Bayonne";"Cinéma";180;1;"1 - Grands centres urbains";43.494626;-1.46704;"";"";""
"Cinéma";"Getari Enea";"64210";"Guéthary";"Cinéma";128;1;"4 - Ceintures urbaines";43.42017492;-1.60598578;"";"";""
"Cinéma";"Le Pixel";"64300";"Orthez";"Cinéma";299;2;"3 - Petites villes";43.48790884;-0.77602071;"";"";""
"Cinéma";"Cgr Saint Louis";"64000";"Pau";"Cinéma";1148;7;"1 - Grands centres urbains";43.29539212;-0.37004552;"";"";""
"Cinéma";"Saint Louis";"64120";"Saint-Palais";"Cinéma";496;2;"5 - Bourgs ruraux";43.32760838;-1.03597001;"";"";""
"Cinéma";"Maison du Val D azun";"65400";"Arrens-Marsous";"Cinéma";75;1;"6 - Rural à habitat dispersé";42.955828;-0.213947;"";"";""
"Cinéma";"Casino";"65110";"Cauterets";"Cinéma";122;1;"6 - Rural à habitat dispersé";42.88656058;-0.11471223;"";"";""
"Cinéma";"Mega Cgr";"65000";"Tarbes";"Cinéma";1968;11;"2 - Centres urbains intermédiaires";43.24091098;0.07825488;"";"";""
"Cinéma";"Le Refuge";"65120";"Barèges";"Cinéma";136;1;"6 - Rural à habitat dispersé";42.89636088;0.06265011;"";"";""
"Cinéma";"Majestic";"66160";"Le_Boulou";"Cinéma";330;1;"3 - Petites villes";42.52457071;2.82964737;"";"";""
"Cinéma";"Cinemovida Mega Castillet";"66000";"Perpignan";"Cinéma";2560;14;"1 - Grands centres urbains";42.66629444;2.91794701;"";"";""
"Cinéma";"Castillet 1";"66000";"Perpignan";"Cinéma";626;7;"1 - Grands centres urbains";42.70121248;2.89433238;"";"";""
"Cinéma";"Rex";"67230";"Benfeld";"Cinéma";171;1;"4 - Ceintures urbaines";48.36930116;7.5955229;"";"";""
"Cinéma";"Le Trefle (Ex-L atalante)";"67120";"Dorlisheim";"Cinéma";2041;13;"2 - Centres urbains intermédiaires";48.5220625;7.50087292;"";"";""
"Cinéma";"Amitie";"67150";"Erstein";"Cinéma";367;2;"2 - Centres urbains intermédiaires";48.42150716;7.66235337;"";"";""
"Cinéma";"La Castine";"67110";"Reichshoffen";"Cinéma";341;1;"3 - Petites villes";48.93171739;7.66116348;"";"";""
"Cinéma";"Le Cubic";"67700";"Saverne";"Cinéma";411;2;"2 - Centres urbains intermédiaires";48.73945398;7.36725542;"";"";""
"Cinéma";"Le Star";"67100";"Strasbourg";"Cinéma";529;5;"1 - Grands centres urbains";48.58374249;7.74248172;"";"";""
"Cinéma";"Pôle Culturel Le Diapason";"67550";"Vendenheim";"Cinéma";121;1;"4 - Ceintures urbaines";48.66559804;7.71087933;"";"";""
"Cinéma";"M.J.C.";"67290";"Wingen-sur-Moder";"Cinéma";140;1;"5 - Bourgs ruraux";48.918237;7.370931;"";"";""
"Cinéma";"La Nef - Relais Culturel de Wissembourg";"67160";"Wissembourg";"Cinéma";411;1;"3 - Petites villes";49.03598446;7.94744649;"";"";""
"Cinéma";"Palace Lumiere";"68130";"Altkirch";"Cinéma";566;4;"3 - Petites villes";47.62374005;7.23621976;"";"";""
"Cinéma";"Mega Cgr";"68000";"Colmar";"Cinéma";2366;12;"1 - Grands centres urbains";48.0817973;7.35522496;"";"";""
"Cinéma";"Le Palace";"68200";"Mulhouse";"Cinéma";854;8;"1 - Grands centres urbains";47.75102465;7.33847276;"";"";""
"Cinéma";"Studio Bel Air";"68200";"Mulhouse";"Cinéma";126;1;"1 - Grands centres urbains";47.73376289;7.30706001;"";"";""
"Cinéma";"Le Singulier Cinema";"69220";"Belleville-en-Beaujolais";"Cinéma";299;2;"2 - Centres urbains intermédiaires";46.10589936;4.74806422;"";"";""
"Cinéma";"Salle Melies";"69300";"Caluire-et-Cuire";"Cinéma";267;1;"1 - Grands centres urbains";45.79795472;4.86692233;"";"";""
"Cinéma";"Chateau de Pluvy";"69590";"Pomeys";"Cinéma";100;1;"6 - Rural à habitat dispersé";45.640438;4.467393;"";"";""
"Cinéma";"Ciné La Mouche";"69230";"Saint-Genis-Laval";"Cinéma";301;1;"1 - Grands centres urbains";45.69749209;4.79484004;"";"";""
"Cinéma";"Le Foyer";"69590";"Saint-Symphorien-sur-Coise";"Cinéma";247;2;"5 - Bourgs ruraux";45.62955964;4.45235577;"";"";""
"Cinéma";"Pathe Carre de Soie";"69120";"Vaulx-en-Velin";"Cinéma";3669;15;"1 - Grands centres urbains";45.76374062;4.92027655;"";"";""
"Cinéma";"Les 400 Coups Salle";"69400";"Villefranche-sur-Saône";"Cinéma";392;3;"2 - Centres urbains intermédiaires";45.98946962;4.71678166;"";"";""
"Cinéma";"Cine-Meyzieu";"69330";"Meyzieu";"Cinéma";408;3;"1 - Grands centres urbains";45.76504935;5.00345976;"";"";""
"Cinéma";"Ciné Rillieux";"69140";"Rillieux-la-Pape";"Cinéma";590;3;"1 - Grands centres urbains";45.81861998;4.904221;"";"";""
"Cinéma";"Select";"70290";"Plancher-les-Mines";"Cinéma";82;1;"5 - Bourgs ruraux";47.76396888;6.74384478;"";"";""
"Cinéma";"Le Morvan";"71200";"Le_Creusot";"Cinéma";411;4;"2 - Centres urbains intermédiaires";46.80564327;4.42022964;"";"";""
"Cinéma";"Eden";"71500";"Louhans";"Cinéma";469;3;"5 - Bourgs ruraux";46.63037339;5.2230283;"";"";""
"Cinéma";"Cine Marivaux";"71000";"Mâcon";"Cinéma";2086;11;"2 - Centres urbains intermédiaires";46.31650595;4.83794886;"";"";""
"Cinéma";"Cinematour";"71520";"Matour";"Cinéma";199;1;"6 - Rural à habitat dispersé";46.306676;4.481344;"";"";""
"Cinéma";"Cinema L empire";"71600";"Paray-le-Monial";"Cinéma";513;3;"3 - Petites villes";46.44885731;4.11647628;"";"";""
"Cinéma";"Le Palace";"72400";"La_Ferté-Bernard";"Cinéma";232;2;"3 - Petites villes";48.18722821;0.65384829;"";"";""
"Cinéma";"Pathe";"72000";"Le_Mans";"Cinéma";1811;11;"1 - Grands centres urbains";48.00843571;0.200623;"";"";""
"Cinéma";"Mega Cgr";"72650";"Saint-Saturnin";"Cinéma";2141;12;"3 - Petites villes";48.06123;0.167196;"";"";""
"Cinéma";"Casse Massion";"73300";"Albiez-Montrond";"Cinéma";214;1;"7 - Rural à habitat très dispersé";45.217857;6.34130545;"";"";""
"Cinéma";"Le Coeur D or";"73700";"Bourg-Saint-Maurice";"Cinéma";388;3;"3 - Petites villes";45.62278228;6.77804579;"";"";""
"Cinéma";"Megarama Le Tremplin";"73120";"Courchevel";"Cinéma";258;1;"6 - Rural à habitat dispersé";45.411405;6.633802;"";"";""
"Cinéma";"L Atmosphere Salle A Prejean";"73240";"Saint-Genix-les-Villages";"Cinéma";147;1;"6 - Rural à habitat dispersé";45.59976257;5.63338925;"";"";""
"Cinéma";"Le Flore";"73250";"Saint-Pierre-d_Albigny";"Cinéma";300;1;"5 - Bourgs ruraux";45.569699;6.15397;"";"";""
"Cinéma";"Chantelouve";"73500";"Val-Cenis";"Cinéma";166;1;"6 - Rural à habitat dispersé";45.28937623;6.91137683;"";"";""
"Cinéma";"Cinéma Le Splendid";"73150";"Val-d_Isère";"Cinéma";156;1;"5 - Bourgs ruraux";45.446734;6.975815;"";"";""
"Cinéma";"Ariane";"73300";"Villarembert";"Cinéma";204;1;"6 - Rural à habitat dispersé";45.24192626;6.26719229;"";"";""
"Cinéma";"Auditorium";"74600";"Annecy";"Cinéma";277;1;"1 - Grands centres urbains";45.88776627;6.10016931;"";"";""
"Cinéma";"Cinema Mjc Novel";"74600";"Annecy";"Cinéma";174;1;"1 - Grands centres urbains";45.91711699;6.13449708;"";"";""
"Cinéma";"Vox";"74400";"Chamonix-Mont-Blanc";"Cinéma";508;3;"3 - Petites villes";45.92323076;6.86913393;"";"";""
"Cinéma";"Les Rhodos";"74450";"Le_Grand-Bornand";"Cinéma";199;1;"6 - Rural à habitat dispersé";45.935346;6.473902;"";"";""
"Cinéma";"Le Condate";"74910";"Seyssel";"Cinéma";128;1;"5 - Bourgs ruraux";45.95801609;5.83397637;"";"";""
"Cinéma";"Cine Leman";"74200";"Thonon-les-Bains";"Cinéma";1393;8;"2 - Centres urbains intermédiaires";46.35308126;6.46756425;"";"";""
"Cinéma";"La Trace";"74420";"Villard";"Cinéma";136;1;"5 - Bourgs ruraux";46.21692826;6.44196981;"";"";""
"Cinéma";"Mk2 Beaubourg";"75003";"Paris";"Cinéma";557;6;"1 - Grands centres urbains";48.86155673;2.35220894;"";"";""
"Cinéma";"Epee de Bois";"75005";"Paris";"Cinéma";140;2;"1 - Grands centres urbains";48.84127883;2.3495502;"";"";""
"Cinéma";"Le Champo";"75005";"Paris";"Cinéma";240;2;"1 - Grands centres urbains";48.84998338;2.34321142;"";"";""
"Cinéma";"Le Grand Action";"75005";"Paris";"Cinéma";363;2;"1 - Grands centres urbains";48.84753714;2.35212157;"";"";""
"Cinéma";"L Arlequin Panorama";"75006";"Paris";"Cinéma";591;3;"1 - Grands centres urbains";48.85126065;2.33053878;"";"";""
"Cinéma";"St Germain des Pres";"75006";"Paris";"Cinéma";208;1;"1 - Grands centres urbains";48.8546383;2.33350831;"";"";""
"Cinéma";"Ugc Normandie";"75008";"Paris";"Cinéma";1533;4;"1 - Grands centres urbains";48.87238993;2.30089548;"";"";""
"Cinéma";"Balzac";"75008";"Paris";"Cinéma";589;3;"1 - Grands centres urbains";48.87317046;2.30001695;"";"";""
"Cinéma";"Elysees Lincoln";"75008";"Paris";"Cinéma";448;3;"1 - Grands centres urbains";48.87051206;2.3031565;"";"";""
"Cinéma";"Caumartin 1  Ex Cinevog";"75009";"Paris";"Cinéma";501;5;"1 - Grands centres urbains";48.87560988;2.32790961;"";"";""
"Cinéma";"Mk2 Bibliotheque";"75013";"Paris";"Cinéma";2952;16;"1 - Grands centres urbains";48.83247276;2.37544922;"";"";""
"Cinéma";"Mk2 A&e";"75013";"Paris";"Cinéma";520;4;"1 - Grands centres urbains";48.83281478;2.37850418;"";"";""
"Cinéma";"Le Cinema des Cineastes";"75017";"Paris";"Cinéma";478;3;"1 - Grands centres urbains";48.88425524;2.32664056;"";"";""
"Cinéma";"Pathe Wepler";"75018";"Paris";"Cinéma";1757;11;"1 - Grands centres urbains";48.88426686;2.32854926;"";"";""
"Cinéma";"Mk2 Quai de Loire";"75019";"Paris";"Cinéma";1108;6;"1 - Grands centres urbains";48.88379678;2.37140195;"";"";""
"Cinéma";"Boris Vian Grande Halle";"75019";"Paris";"Cinéma";287;1;"1 - Grands centres urbains";48.888947;2.392436;"";"";""
"Cinéma";"Etoile Lilas";"75020";"Paris";"Cinéma";1394;7;"1 - Grands centres urbains";48.87732454;2.40971172;"";"";""
"Cinéma";"Chantecler";"76390";"Aumale";"Cinéma";181;1;"5 - Bourgs ruraux";49.77093084;1.75298084;"";"";""
"Cinéma";"Theatre Montdory";"76360";"Barentin";"Cinéma";345;1;"4 - Ceintures urbaines";49.544612;0.95126;"";"";""
"Cinéma";"Espace Culturel Francois Mitterrand";"76380";"Canteleu";"Cinéma";170;1;"1 - Grands centres urbains";49.45159425;1.03534468;"";"";""
"Cinéma";"Sirius";"76610";"Le_Havre";"Cinéma";492;5;"1 - Grands centres urbains";49.49611189;0.12650338;"";"";""
"Cinéma";"Le Studio";"76610";"Le_Havre";"Cinéma";86;1;"1 - Grands centres urbains";49.49276682;0.12008364;"";"";""
"Cinéma";"Espace Aragon";"76350";"Oissel";"Cinéma";198;1;"2 - Centres urbains intermédiaires";49.33984054;1.08873838;"";"";""
"Cinéma";"Omnia Republique";"76000";"Rouen";"Cinéma";1246;8;"1 - Grands centres urbains";49.43845542;1.09688654;"";"";""
"Cinéma";"Casino Municipal";"76460";"Saint-Valery-en-Caux";"Cinéma";189;1;"5 - Bourgs ruraux";49.86976864;0.71639413;"";"";""
"Cinéma";"Les 4 Vents";"77170";"Brie-Comte-Robert";"Cinéma";168;1;"2 - Centres urbains intermédiaires";48.69625735;2.60699528;"";"";""
"Cinéma";"Gaumont Disney Village";"77700";"Chessy";"Cinéma";3923;15;"1 - Grands centres urbains";48.8690166;2.78331596;"";"";""
"Cinéma";"La Coupole";"77380";"Combs-la-Ville";"Cinéma";236;1;"1 - Grands centres urbains";48.65947225;2.56530861;"";"";""
"Cinéma";"Melies";"77140";"Nemours";"Cinéma";507;3;"2 - Centres urbains intermédiaires";48.26565386;2.69537578;"";"";""
"Cinéma";"Le Pierre Brasseur";"77330";"Ozoir-la-Ferrière";"Cinéma";171;1;"2 - Centres urbains intermédiaires";48.76288711;2.66468624;"";"";""
"Cinéma";"Le Rexy";"77160";"Provins";"Cinéma";570;4;"2 - Centres urbains intermédiaires";48.56047236;3.3051189;"";"";""
"Cinéma";"La Grange";"77680";"Roissy-en-Brie";"Cinéma";192;1;"1 - Grands centres urbains";48.793178;2.648662;"";"";""
"Cinéma";"Kinepolis Servon";"77170";"Servon";"Cinéma";1209;9;"4 - Ceintures urbaines";48.718766;2.589559;"";"";""
"Cinéma";"Mega Cgr";"77200";"Torcy";"Cinéma";2891;16;"1 - Grands centres urbains";48.840592;2.654959;"";"";""
"Cinéma";"Pandora";"78260";"Achères";"Cinéma";257;3;"1 - Grands centres urbains";48.96100121;2.06750775;"";"";""
"Cinéma";"Ugc Cine Cite Parly";"78150";"Le_Chesnay-Rocquencourt";"Cinéma";2199;12;"1 - Grands centres urbains";48.82827383;2.12071732;"";"";""
"Cinéma";"Pathe";"78700";"Conflans-Sainte-Honorine";"Cinéma";3105;13;"1 - Grands centres urbains";49.004829;2.077668;"";"";""
"Cinéma";"Theatre de Fontenay";"78330";"Fontenay-le-Fleury";"Cinéma";346;1;"1 - Grands centres urbains";48.81077779;2.0450532;"";"";""
"Cinéma";"Le Chaplin";"78200";"Mantes-la-Jolie";"Cinéma";300;1;"1 - Grands centres urbains";49.00006814;1.68349558;"";"";""
"Cinéma";"Les 2 Scenes";"78580";"Maule";"Cinéma";102;1;"4 - Ceintures urbaines";48.91265287;1.84947874;"";"";""
"Cinéma";"Cinema Theatre";"80700";"Roye";"Cinéma";326;1;"3 - Petites villes";49.69882108;2.79151413;"";"";""
"Cinéma";"Imag in Cinema L olympia";"81600";"Gaillac";"Cinéma";709;4;"2 - Centres urbains intermédiaires";43.90008122;1.89662206;"";"";""
"Cinéma";"Salle Jacques Brel";"81270";"Labastide-Rouairoux";"Cinéma";150;1;"5 - Bourgs ruraux";43.474778;2.646568;"";"";""
"Cinéma";"Cinema Theatre";"82300";"Caussade";"Cinéma";240;1;"5 - Bourgs ruraux";44.16270711;1.53873507;"";"";""
"Cinéma";"Cine monclar";"82230";"Monclar-de-Quercy";"Cinéma";153;1;"6 - Rural à habitat dispersé";43.9666957;1.58502492;"";"";""
"Cinéma";"L Odeon";"83670";"Barjols";"Cinéma";131;1;"5 - Bourgs ruraux";43.558187;6.006581;"";"";""
"Cinéma";"Sle Communale du Foyer Rural";"83570";"Carcès";"Cinéma";100;1;"5 - Bourgs ruraux";43.4765018;6.1823291;"";"";""
"Cinéma";"Cinema du Pin de La Legue Plein Air";"83370";"Fréjus";"Cinéma";450;1;"1 - Grands centres urbains";43.3974611;6.7188004;"";"";""
"Cinéma";"Le Vox";"83370";"Fréjus";"Cinéma";502;3;"1 - Grands centres urbains";43.432881;6.73323454;"";"";""
"Cinéma";"Olbia";"83400";"Hyères";"Cinéma";730;6;"2 - Centres urbains intermédiaires";43.11902459;6.12781621;"";"";""
"Cinéma";"Salle Polyvalente";"83630";"Régusse";"Cinéma";200;1;"5 - Bourgs ruraux";43.657393;6.130635;"";"";""
"Cinéma";"Cinema Star";"83990";"Saint-Tropez";"Cinéma";168;1;"5 - Bourgs ruraux";43.26994107;6.6357303;"";"";""
"Cinéma";"Six N etoiles";"83140";"Six-Fours-les-Plages";"Cinéma";568;4;"1 - Grands centres urbains";43.093086;5.83938;"";"";""
"Cinéma";"Cinema Le Rio";"83210";"Solliès-Pont";"Cinéma";178;1;"2 - Centres urbains intermédiaires";43.19007642;6.0396832;"";"";""
"Cinéma";"Cesar";"84400";"Apt";"Cinéma";432;3;"2 - Centres urbains intermédiaires";43.87486591;5.39579594;"";"";""
"Cinéma";"Salle Polyvalente";"84850";"Camaret-sur-Aigues";"Cinéma";120;1;"5 - Bourgs ruraux";44.162816;4.889682;"";"";""
"Cinéma";"La Strada";"84480";"Lacoste";"Cinéma";100;1;"6 - Rural à habitat dispersé";43.847212;5.273548;"";"";""
"Cinéma";"Reseau Sud Luberon";"84240";"La_Tour-d_Aigues";"Cinéma";119;1;"5 - Bourgs ruraux";43.726077;5.547136;"";"";""
"Cinéma";"Rex";"84600";"Valréas";"Cinéma";807;2;"2 - Centres urbains intermédiaires";44.38483184;4.99184249;"";"";""
"Cinéma";"Le Carfour";"85430";"Aubigny-Les_Clouzeaux";"Cinéma";238;1;"5 - Bourgs ruraux";46.59505462;-1.44983674;"";"";""
"Cinéma";"Club";"85300";"Challans";"Cinéma";516;2;"3 - Petites villes";46.848712;-1.879118;"";"";""
"Cinéma";"Espace";"85400";"Luçon";"Cinéma";766;5;"3 - Petites villes";46.45822757;-1.17881438;"";"";""
"Cinéma";"Cineville";"85000";"La_Roche-sur-Yon";"Cinéma";2014;9;"2 - Centres urbains intermédiaires";46.69823431;-1.42665564;"";"";""
"Cinéma";"Le Concorde";"85000";"La_Roche-sur-Yon";"Cinéma";294;2;"2 - Centres urbains intermédiaires";46.67354392;-1.42580098;"";"";""
"Cinéma";"Cinemarine";"85800";"Saint-Gilles-Croix-de-Vie";"Cinéma";763;4;"3 - Petites villes";46.69919915;-1.92680279;"";"";""
"Cinéma";"Les 400 Coups";"86100";"Châtellerault";"Cinéma";129;1;"2 - Centres urbains intermédiaires";46.80976268;0.54241452;"";"";""
"Cinéma";"Loft Cinemas";"86100";"Châtellerault";"Cinéma";946;7;"2 - Centres urbains intermédiaires";46.820621;0.544345;"";"";""
"Cinéma";"Cinema de Gencay";"86160";"Gençay";"Cinéma";104;1;"5 - Bourgs ruraux";46.37422393;0.40424808;"";"";""
"Cinéma";"Tap Castille";"86000";"Poitiers";"Cinéma";459;3;"1 - Grands centres urbains";46.58066915;0.3396867;"";"";""
"Cinéma";"Le Club";"87470";"Peyrat-le-Château";"Cinéma";200;1;"6 - Rural à habitat dispersé";45.81397468;1.77384991;"";"";""
"Cinéma";"Salle Grand Ecran (Ex-Jeanne D Arc)";"88250";"La_Bresse";"Cinéma";217;1;"5 - Bourgs ruraux";48.00505383;6.87376996;"";"";""
"Cinéma";"Cines Palace";"88000";"Epinal";"Cinéma";1600;8;"2 - Centres urbains intermédiaires";48.177085;6.455937;"";"";""
"Cinéma";"Cinema Mcl Sle Andre Bourvil";"88400";"Gérardmer";"Cinéma";211;1;"3 - Petites villes";48.071742;6.881569;"";"";""
"Cinéma";"Varietes";"88160";"Le_Thillot";"Cinéma";332;2;"3 - Petites villes";47.88101288;6.76599892;"";"";""
"Cinéma";"Mega Cgr Casino";"89290";"Auxerre";"Cinéma";1593;8;"2 - Centres urbains intermédiaires";47.79347335;3.56575989;"";"";""
"Cinéma";"Vauban";"89200";"Avallon";"Cinéma";330;2;"3 - Petites villes";47.49024707;3.90920876;"";"";""
