"NOM";"CP";"LATTI";"LONGI";"Site";"SOUS_TYPE";"COMMUNE"
"La Folie Varadaise";"44370";47.40231333;-1.02432744;"www.lfv-festival.fr/";"Musique";"VARADES"
"Festival de la sorgue de Velleron";"84740";43.96157009;5.02837054;"www.velleron.fr";"Pluridisciplinaire";"VELLERON"
"Charivari";"44120";47.16037326;-1.47052292;"http://www.festival-charivari-vertou.fr";"Musique";"VERTOU"
"Vias en jazz";"34450";43.31311426;3.3988971;"https://www.ville-vias.fr";"Musique";"VIAS"
"Le polar se met au vert";"40480";43.78743745;-1.39719538;"https://www.medialandes.fr/action-culturelle/le-polar-se-met-au-vert";"Livre";"VIEUX-BOUCAU-LES-BAINS"
"Musiques-En-Vercors";"38250";45.06008478;5.54420892;"http://www.musiques-en-vercors.fr/";"Musique";"VILLARD-DE-LANS"
"Salon du livre de La Basse-Marche";"87190";46.16968464;1.2141521;"https://www.fermedevillefavard.com";"Livre";"VILLEFAVARD"
"Vue d ensemble(S)";"87190";46.16968464;1.2141521;"http://www.fermedevillefavard.com/";"Musique";"VILLEFAVARD"
"Nouvelles voix";"69400";45.98745967;4.73174007;"https://theatredevillefranche.com/spectacles/temps-fort/festival-nouvelles-voix/";"Musique";"VILLEFRANCHE-SUR-SAONE"
"Festival international d art lyrique de Vivonne";"86370";46.4120407;0.25700537;"http://www.art-lyrique.org";"Musique";"VIVONNE"
"Toc Tok Toq";"86370";46.4120407;0.25700537;"http://www.larbrepotager.com";"Spectacle vivant";"VIVONNE"
"La Guinche";"86580";46.57925557;0.27070646;"http://ciedugramophone.wixsite.com/ciedugramophone";"Spectacle vivant";"VOUNEUIL-SOUS-BIARD"
"Campestral";"47000";44.20281391;0.62558393;"http://www.culturasdoc.fr/";"Musique";"AGEN"
"Les Nuits d été";"47000";44.20281391;0.62558393;"http://www.lotetgaronne.fr/";"Spectacle vivant";"AGEN"
"Festival BD Aigues-Mortes";"30220";43.55072496;4.18349802;"https://www.facebook.com/bdaiguesmortes";"Livre";"AIGUES-MORTES"
"Polar en Bauges";"73340";45.60886395;6.08868598;"http://polarenbauges.over-blog.com/";"Livre";"AILLON-LE-JEUNE"
"Corsica.doc - festival international film documentaire";"20000";41.93479266;8.70132276;"www.corsicadoc.fr";"Cinéma";"AJACCIO"
"Temps de Cirques";"30100";44.12500991;4.08828501;"https://www.polecirqueverrerie.com/le-temps-des-cirque/";"Spectacle vivant";"ALES"
"Les Safra Numériques";"80000";49.90095322;2.29007446;"www.amiens.fr/Lessafranumeriques";"Arts visuels";"AMIENS"
"Harmonica d Ampoigne";"53200";47.84460278;-0.83539477;"https://www.festival-harmonica-ampoigne.com/";"Pluridisciplinaire";"AMPOIGNE"
"La Tête Dans Les Nuages";"16000";45.64725851;0.14514491;"http://www.theatre-angouleme.org";"Spectacle vivant";"ANGOULEME"
"Les voix du basilic";"06390";43.86649018;7.29913349;"lesvoixdubasilic.blogspirit.com";"Livre";"COARAZE"
"The Day Of Hardcore";"16000";45.64725851;0.14514491;"www.facebook.com/thedayofhardcore/";"Musique";"ANGOULEME"
"Festival de Musique Ancienne en Normandie";"76880";49.88217672;1.13678585;"www.academie-bach.fr";"Musique";"ARQUES-LA-BATAILLE"
"Les inouïes";"62000";50.2898965;2.76587317;"www.musiqueenrouelibre.com";"Musique";"ARRAS"
"Danses Vagabondes";"23200";45.95090175;2.16588055;"http://www.snaubusson.com/";"Spectacle vivant";"AUBUSSON"
"Festival international de théâtre de rue d Aurillac";"15000";44.92452337;2.44162454;"www.aurillac.net";"Spectacle vivant";"AURILLAC"
"Théâtr enfants et tout public";"84000";43.93524483;4.84071573;"www.festivaltheatrenfants.com";"Spectacle vivant";"AVIGNON"
"La Nuit du Sanpula";"97319";5.68354192;-53.91626392;"www.awala-yalimapo.fr";"Musique";"AWALA-YALIMAPO"
"Rastaf entray festival";"12140";44.65442273;2.57843799;"http://www.leguidedesfestivals.com/index.php5?page=festival&festi=23671";"Musique";"ENTRAYGUES-SUR-TRUYERE"
"Gwadeli festival";"97122";16.25117112;-61.59293559;"non renseigne";"Pluridisciplinaire";"BAIE-MAHAULT"
"Fête de la Michaudine";"55000";48.76422805;5.16346492;"www.asso-bereal.fr";"Spectacle vivant";"BAR-LE-DUC"
"Rencontres Sur Les Docks";"64100";43.4922254;-1.46607674;"atalante-cinema.org";"Cinéma";"BAYONNE"
"Sonates d Automne en lochois";"37600";47.12818929;1.0229411;"sonates d automne";"Musique";"BEAULIEU-LES-LOCHES"
"Festival BAR / Blues d automne en Rabelaisie";"37420";47.19394767;0.18624301;"www.festival-bar.fr";"Musique";"BEAUMONT-EN-VERON"
"Festival Lumières d Afrique";"25000";47.25538722;6.01948696;"http://www.lumieresdafrique.com";"Cinéma";"BESANÇON"
"Les petits bonheurs";"62400";50.52889226;2.64242379;"https://www.bethunebruay.fr/fr/petitsbonheurs";"Arts visuels";"BETHUNE"
"Le Temps d aimer La Danse";"64200";43.46958472;-1.55309858;"http://letempsdaimer.com/";"Spectacle vivant";"BIARRITZ"
"Bissy sous les étoiles";"71460";46.6633353;4.62139865;"www.pontus-de-tyard.com";"Musique";"BISSY-SUR-FLEY"
"Festival Luluberlu";"31700";43.64218679;1.37886941;"https://festival-luluberlu.fr/2020/";"Spectacle vivant";"BLAGNAC"
"Vacances Percutantes";"32270";44.92314927;-0.61226895;"http://www.vacancespercutantes.fr/";"Musique";"BLANQUEFORT"
"Apéros musique de Blesle";"43450";45.31791554;3.17686146;"www.aperos-musique-blesle.com";"Musique";"BLESLE"
"In Cité - Festival de street art écologique";"29690";48.4659785;-3.19983138;"https://assolafourmie.wordpress.com/";"Arts visuels";"BOTMEUR"
"Let sDANCE ®";"92100";48.83658431;2.23913599;"https://letsdancemag.com/";"Pluridisciplinaire";"BOULOGNE-BILLANCOURT"
"Fête du Chant Traditionnel";"35330";47.95633312;-1.95993951;"www.epille.com";"Musique";"BOVEL"
"Westsound Festival";"29200";48.40049978;-4.50279079;"non renseigne";"Pluridisciplinaire";"BREST"
"Drôle d endroit Pour des Rencontres";"69500";45.73448569;4.91168159;"www.cinemalesalizes.com";"Cinéma";"BRON"
"Ethereal Decibel Festival";"50240";48.51855885;-0.9712343;"https://www.etherealdecibel.com/?lang=fr";"Musique";"BUAIS-LES-MONTS"
"Festival de Bussang";"88540";47.89130249;6.87663648;"non renseigne";"Spectacle vivant";"BUSSANG"
"Festival du Film de Cabourg";"14390";49.28348634;-0.12551295;"www.festival-cabourg.com";"Cinéma";"CABOURG"
"Les Boréales";"14000";49.18479367;-0.36980171;"www.lesboreales.com";"Livre";"CAEN"
"Les éclectiques";"62220";50.4895186;2.94858063;"http://www.festival-leseclectiques.fr/";"Spectacle vivant";"CARVIN"
"Cav arts";"84300";43.85083618;5.03606301;"http://assoacafcavaillon.simplesite.com/";"Livre";"CAVAILLON"
"Festival du Souffle";"79370";46.24053693;-0.21818106;"http://www.festivaldusouffle.com/";"Musique";"CELLES-SUR-BELLE"
"Festi rêves";"39250";46.81658678;6.07767181;"https://www.animcenseau.fr/activites/festireves";"Spectacle vivant";"CENSEAU"
"Festival Musicultura";"66400";42.47396221;2.75268021;"https://www.amcv66.com/saison-2021";"Musique";"CERET"
"Piano Campus";"95000";49.04011316;2.05082124;"piano-campus.com";"Musique";"CERGY-PONTOISE"
"Rencontres de la photo de Chabeuil";"26120";44.90822558;5.00743034;"https://les-rencontres-de-la-photo-chabeuil.fr";"Arts visuels";"CHABEUIL"
"Furies";"51000";48.96408921;4.3788354;"www.furies.fr";"Spectacle vivant";"CHALONS-EN-CHAMPAGNE"
"Illusions";"51000";48.96408921;4.3788354;"non renseigne";"Spectacle vivant";"CHALONS-EN-CHAMPAGNE"
"Festival des cultures du monde de Chambéry";"73000";45.58318255;5.90903392;"https://www.festivalchambery.com/en/";"Spectacle vivant";"CHAMBERY"
"Fill Good Festival";"37170";47.33126521;0.71680361;"https://compagnielaclef.fr/fiil-good-festival/";"Spectacle vivant";"CHAMBRAY-LES-TOURS"
"La Ferme se met en mouvement";"71880";46.78858817;4.80585639;"non renseigne";"Arts visuels";"CHATENOY-LE-ROYAL"
"Cantons…Chante!";"02300";49.61988067;3.21875355;"http://www.cantonschante.com/";"Musique";"CHAUNY"
"Les Fieffés Musiciens";"50240";49.63341216;-1.6339016;"www.lesfieffesmusiciens";"Musique";"CHERBOURG-EN-COTENTIN"
"Festival de chansons françaises en cœur d’Hérault";"34800";43.63388852;3.41317416;"https://www.midilibre.fr/2021/08/05/un-week-end-avec-le-festival-le-salagou-en-chanson-9714514.php";"Musique";"CLERMONT-L_HERAULT"
"Contours";"92110";48.90353591;2.3057523;"https://www.festivalcontours.fr/";"Musique";"CLICHY-LA-GARENNE"
"Coup de chauffe à Cognac";"16100";45.69623266;-0.33507942;"http://www.avantscene.com";"Spectacle vivant";"COGNAC"
"Festenal Mai que mai";"34390";43.58531456;3.01084654;"https://tifatafatafanari.wixsite.com/tifatafatafanari/maiquemaifestenal";"Pluridisciplinaire";"COLOMBIERES-SUR-ORB"
"Extension Sauvage";"35270";48.40835608;-1.74519435;"extensionsauvage.com";"Spectacle vivant";"COMBOURG"
"Livre & Mer";"29900";47.896626;-3.90716872;"www.livremer.org";"Livre";"CONCARNEAU"
"Spring Box Festival";"29900";47.896626;-3.90716872;"non renseigne";"Musique";"CONCARNEAU"
"Grésimaginaire";"38920";45.28202933;5.88883986;"http://gresimaginaire.wixsite.com/accueil";"Pluridisciplinaire";"CROLLES"
"Les nuits sonores";"69790";45.89415297;4.6997632;"https://nuits-sonores.com/";"Musique";"LYON"
"Bulles dans le Lac";"69550";46.02454511;4.38733207;"bullesdanslelac.blogsport.fr";"Livre";"CUBLIZE"
"Très Cool Music Festival";"14800";49.35438009;0.07446658;"non renseigne";"Musique";"DEAUVILLE"
"Mines de jazz";"12300";44.567273;2.25243853;"https://www.minesdejazz.fr";"Pluridisciplinaire";"DECAZEVILLE"
"Festival MV";"21000";47.3229438;5.03788806;"www.festivalmv.com/";"Pluridisciplinaire";"DIJON"
"Le Dormantastique";"51700";49.06219305;3.64541303;"www.ledormantastique.fr";"Livre";"DORMANS"
"Salon du Roman Populaire";"56250";47.73268091;-2.5927907;"non renseigne";"Livre";"ELVEN"
"Rues et Cies";"88000";48.16312027;6.47989287;"ruesetcies.fr";"Spectacle vivant";"EPINAL"
"Festival le Son miré";"11200";43.12599659;2.70495303;"https://www.sonmire.org/";"Pluridisciplinaire";"FABREZAN"
"Festival Les Faltaisies";"08400";48.89578003;-0.19340171;"https://www.falaise.fr/agenda/faltaisies-2021/";"Spectacle vivant";"FALAISE"
"Festival de Fenetrange";"57930";48.85071626;7.00987117;"www.festival-fenetrange.org";"Musique";"FENETRANGE"
"Soirées Musicales en Val-de-Seugne";"17500";45.37860539;-0.38293221;"http://www.festival-valdeseugne.fr/";"Musique";"FONTAINES-D_OZILLAC"
"Primeurs";"57600";49.19126504;6.89275799;"festivalprimeurs.eu";"Spectacle vivant";"FORBACH"
"A l Est Des Dunes";"22240";48.6348224;-2.36202604;"non renseigne";"Pluridisciplinaire";"FREHEL"
"Celt in Lor";"54390";48.77320743;6.1108214;"https://www.facebook.com/celtinlor";"Musique";"FROUARD"
"Lézart Vert";"23290";46.12697969;1.5325226;"http://www.festival-lezartvert.com/";"Musique";"FURSAC"
"Tralalère! Le bain d art et de culture des tout petits";"13850";43.42620297;5.54685109;"www.tralala-tralalere.fr";"Spectacle vivant";"GREASQUE"
"Les Sortilèges de La Pleine Lune";"23000";46.16321214;1.87078673;"http://www.gueret-tourisme.fr";"Spectacle vivant";"GUERET"
"Autour d Elle";"22200";48.56127595;-3.15330224;"non renseigne";"Pluridisciplinaire";"GUINGAMP"
"Salon du livre d Hermillon";"73300";45.30488233;6.38960279;"http://salon-du-livre.fr";"Livre";"HERMILLON"
"Rencontres d été théâtre & lecture en Normandie";"14510";49.29740713;-0.06775621;"www.rencontresdete.fr";"Livre";"HOULGATE"
"Festival international d architecture d interieur - design parade Toulon";"83400";43.10187135;6.18898508;"www.villanoailles-hyeres.com";"Pluridisciplinaire";"HYERES"
"Rencontres littéraires de port-cros";"83400";43.10187135;6.18898508;"www.port-cros.net";"Livre";"HYERES"
"La JIMI - La Journée des Initiatives Musicales Indépendantes";"94200";48.81280638;2.38778024;"https://jimifestivaldemarne.org/";"Musique";"IVRY-SUR-SEINE"
"GrEn Festival";"62690";50.31470141;2.531569;"www.grenfest.com";"Musique";"IZEL-LES-HAMEAU"
"Fête du livre de Jully";"89160";47.77451174;4.29841355;"non renseigne";"Livre";"JULLY"
"Ré Majeure";"17670";46.20107188;-1.43661694;"http://www.facebook.com/festivalremajeure/";"Musique";"LA_COUARDE-SUR-MER"
"Fertois Rock In Fest";"77260";48.95401641;3.12762174;"non renseigne";"Musique";"LA_FERTE-SOUS-JOUARRE"
"Festival du théâtre en garde";"83130";43.12632794;6.01898165;"www.theatre-il.org";"Spectacle vivant";"LA_GARDE"
"Vivacité";"33190";44.58609045;-0.0423704;"http://www.vivacite.info/";"Spectacle vivant";"LA_REOLE"
"Festival Tradigordines";"24150";44.85577355;0.74158538;"http://www.tradigordines.com/";"Musique";"LALINDE"
"Au fil du jazz";"37130";47.34985718;0.36749553;"www.langeais.fr/fr/information/71386/festival-fil-jazz";"Musique";"LANGEAIS"
"Rencontres philosophiques de Langres";"52200";47.85915448;5.33880467;"www.rencontresphilosophiqueslangres.fr";"Livre";"LANGRES"
"JazzOgnons";"53000";48.06085655;-0.76600569;"non renseigne";"Musique";"LAVAL"
"Juste pour deux mains";"63670";45.71785897;3.19396373;"www.lecendre.fr";"Spectacle vivant";"LE_CENDRE"
"Tempo Piano Classique";"44490";47.29227434;-2.52277844;"festival-tempo-piano-classique.e-monsite.com";"Musique";"LE_CROISIC"
"BRUIT";"75012";48.8567;2.3508;"https://www.theatredelaquarium.net/festival-bruit";"Musique";"PARIS"
"Acoustic Festival";"85170";46.76991975;-1.50488626;"www.acoustic-festival.fr";"Musique";"LE_POIRE-SUR-VIE"
"Tout en haut du jazz";"62300";50.43742641;2.82105851;"https://droitdecite.com/";"Musique";"LENS"
"Festi Val Bri Art";"77610";48.74359383;2.83654735;"WWW.VALBRIARD.EU";"Pluridisciplinaire";"LES_CHAPELLES-BOURBON"
"Abracadabulles";"85340";46.50076128;-1.79255129;"http://www.abracadabulles.com/";"Livre";"LES_SABLES-D_OLONNE"
"Dessin contemporain & populaire";"07140";44.39220629;4.11524169;"non renseigne";"Arts visuels";"LES_VANS"
"Escoat é minja";"32600";43.6144926;1.08127837;"https://www.tourisme-occitanie.com/fr/fiche/fete-et-manifestation/festival-escota-e-minja-l-isle-jourdain_TFO32.FMA.32160.295281/";"Musique";"L_ISLE-JOURDAIN"
"Opéra Voyageur";"58140";47.28946456;3.82491614;"www.operavoyageur.fr";"Musique";"LORMES"
"Festival de musique sacrée de Lourdes";"65100";43.10742973;-0.07680694;"www.festivaldelourdes.fr";"Musique";"LOURDES"
"Fête de l accordéon";"58170";46.796593;3.99922729;"https://fetedelaccordeon.com/";"Musique";"LUZY"
"Ségal arts";"46270";44.69771095;2.07671859;"www.prendeignes.fr";"Spectacle vivant";"PRENDEIGNES"
"Riddim Collision";"69380";45.759723;4.842223;"www.riddimcollision.org";"Musique";"LYON"
"Symphonies d automne";"71000";46.32055118;4.8184253;"non renseigne";"Spectacle vivant";"MACON"
"Musiques et vins en Madiran";"65700";43.55178246;-0.05720154;"Musique en Madiran";"Musique";"MADIRAN"
"Lez arts de la rue";"15220";44.78246109;2.3572699;"http://www.marcoles-animation.fr/";"Spectacle vivant";"MARCOLES"
"Festiv Autan";"81470";43.59653087;1.81343451;"https://www.festivaldautan.com/";"Musique";"MAURENS-SCOPONT"
"L Imprévisible Week-end";"35520";48.21930698;-1.68950221;"non renseigne";"Spectacle vivant";"MELESSE"
"Val d Ille en scène";"35520";48.21930698;-1.68950221;"www.valdilleenscene.fr";"Spectacle vivant";"MELESSE"
"Le cri du col";"69860";46.22278356;4.51394181;"http://www.loisirs-beaujolais.fr/Festival-du-Cri-du-Col-2022-en";"Musique";"MONSOLS"
"Lions Metal festival";"73350";45.62478294;4.75036811;"https://www.lionsmetalfestival.com/";"Musique";"MONTAGNY"
"L’Echappée musicale";"82700";43.91487776;1.28662456;"lechappeemusicale.com";"Musique";"MONTBARTIER"
"Ebulli Son";"46240";47.24185713;6.08660838;"https://ebullison.fr/";"Musique";"MONTFAUCON"
"Chauffer dans la noirceur";"50590";48.99102128;-1.52994383;"https://www.chaufferdanslanoirceur.org/";"Musique";"MONTMARTIN-SUR-MER"
"Montmeyan en poésie";"83670";43.64825694;6.06124619;"non renseigne";"Livre";"MONTMEYAN"
"Le Courtivore - festival du court-métrage de Rouen & Mont-Saint-Aignan";"76130";49.46765772;1.08169721;"courtivore.com";"Cinéma";"MONT-SAINT-AIGNAN"
"Festival de l humour de Moret-sur-Loing";"77320";48.36509292;2.81172586;"non renseigne";"Spectacle vivant";"MORET-LOING-ET-ORVANNE"
"Fête du livre jeunesse de Morteau";"25500";47.0634087;6.58305657;"non renseigne";"Livre";"MORTEAU"
"Festival Universitaire du Film Underground";"54000";48.69019955;6.17588254;"https://www.fufu-nancy.fr/";"Cinéma";"NANCY"
"Panique au dancing";"79000";46.32826024;-0.46535302;"https://paniqueaudancing.fr";"Spectacle vivant";"NIORT"
"Regards Noirs";"79000";46.32826024;-0.46535302;"https://regardsnoirs.niort.fr/";"Livre";"NIORT"
"Rencontres de la Jeune Photographie internationale";"79000";46.32826024;-0.46535302;"https://www.cacp-villaperochon.com/";"Arts visuels";"NIORT"
"Pisteurs d Etoiles";"67210";48.45934673;7.48006435;"https://www.pisteursdetoiles.com/";"Spectacle vivant";"OBERNAI"
"SummerLied";"67590";48.81219081;7.69421854;"https://summerlied.org/";"Musique";"OHLUNGEN"
"Les fugues sonores";"62590";50.46444834;2.99306842;"https://9-9bis.com/agenda/fugues-sonores/";"Musique";"OIGNIES"
"Festival de Saint-Paul-De-Vence";"06570";43.69501903;7.12116952;"www.festivalsaintpauldevence.com";"Musique";"SAINT-PAUL-DE-VENCE"
"Autour du Quatuor";"34390";43.54013546;2.91772316;"https://www.amvjo.org/index.php";"Musique";"OLARGUES"
"Festibaloche";"34390";43.54013546;2.91772316;"https://www.festibaloche.com";"Musique";"OLARGUES"
"16 Arts";"75016";48.8567;2.3508;"non renseigne";"Pluridisciplinaire";"PARIS"
"Les Festivals du Parc Floral";"75012";48.8567;2.3508;"www.les festivalsduparcfloral.fr";"Musique";"PARIS"
"Syrien N est Fait";"75014";48.82899321;2.32710088;"https://syriennestfait.com/";"Pluridisciplinaire";"PARIS"
"Zic O loustics";"22200";48.34409522;-2.76649703;"non renseigne";"Pluridisciplinaire";"PLOEUC-L_HERMITAGE"
"La Pile d Assiettes";"29630";48.67756672;-3.81230793;"non renseigne";"Musique";"PLOUGASNOU"
"Visions";"29217";48.35132749;-4.71760873;"https://www.festivalvisions.com/";"Musique";"PLOUGONVELIN"
"La preuve par 3";"37530";47.44356255;0.98736968;"https://www.cc-valdamboise.fr";"Spectacle vivant";"POCE-SUR-CISSE"
"Bruits de Langues";"86000";46.58392077;0.35994765;"https://www.bruitsdelangues.fr";"Livre";"POITIERS"
"En Voie d Expression";"56300";48.07299539;-2.97046593;"non renseigne";"Musique";"PONTIVY"
"Festival du rêve de Porto-Vecchio";"20137";41.59249329;9.25363087;"non renseigne";"Spectacle vivant";"PORTO-VECCHIO"
"Pré en bulles";"38480";45.52669057;5.63237187;"http://festivalpreenbulles.blogspot.com";"Spectacle vivant";"PRESSINS"
"La Claque Revival";"24130";44.86900119;0.40988366;"http://www.laclaquefestival.fr/";"Musique";"PRIGONRIEUX"
"Biennale du livre jeunesse de Questembert";"56230";47.66380177;-2.43671076;"non renseigne";"Livre";"QUESTEMBERT"
"Semaines Musicales";"29000";47.99714252;-4.09111944;"www.semaines-musicales.bzh";"Musique";"QUIMPER"
"Festival de Ramatuelle";"83350";43.21861262;6.63754734;"festivalderamatuelle.com";"Spectacle vivant";"RAMATUELLE"
"Jazz à ramatuelle";"83350";43.21861262;6.63754734;"https://jazzaramatuelle.com";"Musique";"RAMATUELLE"
"Soirées romantiques";"83820";43.16429734;6.47477478;"www.domainedurayol.org";"Musique";"RAYOL-CANADEL-SUR-MER"
"La Magnifique Avant-Garde";"51100";49.25149061;4.04023023;"https://cesare-cncm.com/";"Musique";"REIMS"
"Festival Label rue";"30230";43.82550394;4.43410669;"https://www.eurekart.fr/saison-label-rue/festival";"Spectacle vivant";"RODILHAN"
"PRIMO";"95700";49.00660444;2.51417744;"https://oposito.fr/-PRIMO-en-amont-des-Rencontres-d-.html";"Spectacle vivant";"ROISSY-EN-FRANCE"
"KLASIK - Musiques classiques et contemporaines au coeur de la Bretagne";"22110";48.22154277;-3.31179705;"http://www.festival-klasik.fr/";"Musique";"ROSTRENEN"
"Fest Hom Fred";"80700";49.69368999;2.78868758;"non renseigne";"Musique";"ROYE"
"Les Cheminées du Rock";"87720";45.87048994;0.83406684;"http://leschemineesdurock.wix.com/festival";"Musique";"SAILLAT-SUR-VIENNE"
"Un Week-end à la Rue";"35770";48.0525245;-1.60521106;"non renseigne";"Musique";"VERN-SUR-SEICHE"
"6esens";"35230";48.262023;-1.60028441;"non renseigne";"Musique";"SAINT-AUBIN-D_AUBIGNE"
"Musique en Charolais-Brionnais";"71220";46.47828547;4.43348327;"www.musique-en-charolais-brionnais.com";"Musique";"SAINT-BONNET-DE-JOUX"
"Drop n Rock";"88100";48.26755811;6.97340043;"www.dropnrock.com";"Musique";"SAINTE-MARGUERITE"
"Festival en Othe";"36150";47.99699165;3.70472819;"https://www.festivalenothe.net/";"Spectacle vivant";"SAINT-FLORENTIN"
"La Note et les PLanches";"18400";46.99139468;2.25409311;"https://www.ville-saint-florent-sur-cher.fr/";"Spectacle vivant";"SAINT-FLORENT-SUR-CHER"
"Les Rencontres du film d art";"31800";43.11992608;0.72661356;"www.lesrencontresdufilmdart.com";"Cinéma";"SAINT-GAUDENS"
"Les bulles s éclatent";"01630";46.25453933;6.03629073;"http://www.lesartsfrontieres.fr/lesbullesseclatent/contact.htm";"Livre";"SAINT-GENIS-POUILLY"
"America Molo Man";"97320";4.96474399;-53.98321137;"https://www.saintlaurentdumaroni.fr/cinemaletoucan/";"Cinéma";"SAINT-LAURENT-DU-MARONI"
"Festival des Effilochés";"46400";44.88174591;1.90434396;"https://www.sortir-en-occitanie.fr/197/saint-laurent-les-tours/festival-de-cirque-des-effiloches.html";"Spectacle vivant";"SAINT-LAURENT-LES-TOURS"
"Leu Tempo Festival";"97436";-21.16659664;55.33313358;"lesechoir.com";"Spectacle vivant";"SAINT-LEU"
"Festival des Traversées Tatihou";"50000";49.10996242;-1.07755643;"https://www.manche.fr/culture/";"Musique";"SAINT-LO"
"Demain C est Bien";"38400";45.1533115;5.85697189;"https://www.facebook.com/DemainCestBien/";"Musique";"SAINT-MARTIN-D_HERES"
"Picardie 4 Ever";"60350";49.43145952;3.08507355;"https://picardieforever.org";"Arts visuels";"SAINT-PIERRE-LES-BITRY"
"Jazz À Saint-Sat";"18370";45.66764473;0.04003268;"http://jazzasaintsat.com/";"Musique";"SAINT-SATURNIN"
"Festival international des écrits de femmes";"89520";47.6390793;3.20437843;"www.ecritsdefemmes.fr";"Livre";"SAINT-SAUVEUR-EN-PUISAYE"
"Les nuits de Saint-Sauveur";"89520";47.6390793;3.20437843;"http://www.lesnuitsdesaintsauveur.fr/contact/";"Musique";"SAINT-SAUVEUR-EN-PUISAYE"
"Les z expressives";"13300";43.64628852;5.0681465;"http://www.salonculture.org";"Spectacle vivant";"SALON-DE-PROVENCE"
"Les Jeux du Théâtre";"24200";44.89835581;1.20664864;"http://www.festival-theatre-sarlat.com/";"Spectacle vivant";"SARLAT-LA-CANEDA"
"Festival Chants Danses et Musiques du Monde de Saran";"19800";45.4121017;1.93125888;"http://www.festivalfolklore-sarran.sitew.com";"Spectacle vivant";"SARRAN"
"Oktomuerte";"30610";43.93736359;3.95465986;"https://www.helloasso.com/associations/l-oktopus/collectes/festival-okto-muerte-acte-2";"Musique";"SAUVE"
"Festival du film court de senlis";"60300";49.21184559;2.58570626;"www.festivaldufilmcourtdesenlis.fr";"Cinéma";"SENLIS"
"Festival Les Courtes Bobines";"34200";43.39177058;3.64705148;"https://a-bdf.fr/projections.html";"Cinéma";"SETE"
"La Musique fait son cinéma";"95230";48.98840779;2.30049978;"non renseigne";"Pluridisciplinaire";"SOISY-SOUS-MONTMORENCY"
"En Plein Arts";"33400";44.80608175;-0.59112459;"fr-fr.facebook.com/enpleinarts/";"Spectacle vivant";"TALENCE"
"Plantez-là";"46120";44.71809865;1.84984788;"www.assodesclous.fr";"Spectacle vivant";"THEMINETTES"
"Festiv art et théâtre";"06710";43.94331235;7.0134764;"non renseigne";"Spectacle vivant";"TOUET-SUR-VAR"
"Jazz de Tourrettes";"83440";43.61405396;6.72378364;"www.mairie-tourrettes-83.fr";"Musique";"TOURRETTES"
"Festival de l’Oriolet";"53480";48.05063742;-0.4712858;"https://www.loriolet.com/";"Musique";"VAIGES"
"Jazz à Vannes";"56000";47.65974938;-2.75714329;"http://www.jazzavannes.fr/";"Musique";"VANNES"
"Artdanthé";"92170";48.82152271;2.28739491;"non renseigne";"Pluridisciplinaire";"VANVES"
"SWITCH";"92170";48.82152271;2.28739491;"https://www.theatre-vanves.fr/switch/";"Musique";"VANVES"
"Verjux Saône System";"71590";46.87780529;4.97685539;"http://www.verjuxsaonesystem.com/";"Musique";"VERJUX"
"Funambals";"69100";45.77077042;4.88845817;"http://funambals2018.lacampanule.fr/";"Musique";"VILLEURBANNE"
"Vit;rit 2x+";"51290";48.72820108;4.59222372;"non renseigne";"Spectacle vivant";"VITRY-LE-FRANÇOIS"
"Festival Claude Hellfer";"94400";48.78828283;2.39412681;"https://ema.vitry94.fr/4649/conservatoire-de-musique/festival-claude-helffer/festival-claude-helffer-2017.htm";"Musique";"VITRY-SUR-SEINE"
"La Tour Met Les Watts";"78960";48.75867765;2.04850692;"https://latourmetleswatts.com/";"Musique";"VOISINS-LE-BRETONNEUX"
"Regards sur la femme et le 7ème art";"34300";43.30912912;3.48447903;"http://cineagde.com/public/fichiers/pdf/doc-festival-a4-2.pdf";"Cinéma";"AGDE"
"Écran libre - festival international du court-métrage";"30220";43.55072496;4.18349802;"http://ecranlibre-aiguesmortes.fr";"Cinéma";"AIGUES-MORTES"
"La Bellongaise";"09800";42.91656583;1.05571964;"http://www.leguidedesfestivals.com/index.php5?page=festival&festi=11678";"Musique";"CASTILLON-EN-COUSERANS"
"La Brèche festival";"73100";45.69785417;5.90388627;"https://labrechefestival.com/";"Musique";"AIX-LES-BAINS"
"Légendes de Normandie";"61000";48.43181931;0.09154069;"https://legendesdenormandie.com/";"Arts visuels";"ALENÇON"
"Les empreintes sonores";"74000";46.03026945;6.66062068;"www.terresdempreintes.com";"Musique";"ANNECY"
"À vous de voir - Le festival";"31160";42.99255951;0.90562855;"(en cours de réfection)";"Spectacle vivant";"ARBAS"
"Lectures Esti Val d Ille-Aubigné";"79110";48.29919379;-1.63035557;"non renseigne";"Livre";"AUBIGNE"
"Les nuits secrètes";"59620";50.20587491;3.83263118;"https://www.lesnuitssecretes.com";"Musique";"AULNOYE-AYMERIES"
"10ème art";"15000";44.92452337;2.44162454;"www.10emeart-festival.com";"Arts visuels";"AURILLAC"
"Biennale d’art sacré";"71400";46.94553677;4.3106007;"non renseigne";"Pluridisciplinaire";"AUTUN"
"C est pas du luxe!";"84000";43.93524483;4.84071573;"www.cestpasduluxe.fr";"Pluridisciplinaire";"AVIGNON"
